id|crossing|finishing|heading_accuracy|short_passing|volleys|dribbling|curve|fk_accuracy|long_passing|ball_control|acceleration|sprint_speed|agility|reactions|balance|shot_power|jumping|stamina|strength|long_shots|aggression|interceptions|positioning|vision|penalties|composure|defensive_awareness|standing_tackle|sliding_tackle|gk_diving|gk_handling|gk_kicking|gk_positioning|gk_reflexes|traits
217758|57|66|61|60|59|64|46|44|56|65|76|74|73|64|67|67|72|71|71|68|75|30|65|62|69|65|36|29|28|12|10|7|8|14|
221854|64|60|64|63|52|64|55|55|54|64|81|80|81|63|53|57|59|71|70|57|59|55|65|59|54|64|49|56|51|14|13|9|7|9|Team Player
222878|58|66|62|60|61|65|59|45|43|65|76|78|79|65|72|68|75|68|65|64|51|31|66|62|68|65|39|34|18|7|13|15|12|8|Finesse Shot
227998|44|65|71|59|52|67|39|39|34|66|72|77|67|64|61|66|89|76|78|53|62|19|62|52|61|61|40|39|34|15|10|8|10|11|
242334|62|42|52|60|38|60|46|40|57|61|76|81|72|61|72|58|71|70|75|34|64|60|51|53|36|54|60|64|62|9|7|10|8|7|
248478|10|7|11|25|8|12|12|11|26|15|23|25|29|50|40|52|52|26|64|9|24|12|7|35|17|34|9|9|10|69|64|69|64|69|
270495|13|10|15|30|8|11|13|14|30|15|31|32|36|54|34|47|43|33|62|11|26|7|8|38|19|25|6|10|7|69|65|63|67|66|
159903|12|10|12|20|11|12|20|10|20|25|41|46|58|75|48|50|69|32|60|14|42|15|8|58|29|61|10|10|13|66|60|67|65|65|
228255|22|17|23|28|17|20|19|14|19|28|34|32|24|58|37|48|32|28|26|15|19|26|19|25|22|46|9|11|15|67|62|64|66|67|
234143|54|45|66|64|47|60|45|47|63|64|70|74|67|62|61|64|71|64|74|52|64|62|47|55|47|54|63|65|63|13|14|7|9|13|
216736|63|55|64|65|60|69|73|72|70|66|71|73|80|66|74|70|75|89|79|66|68|58|52|59|65|63|65|66|60|8|9|13|8|12|Leadership,Long Passer (AI)
228768|56|63|54|65|57|71|64|39|52|68|77|73|75|62|71|67|65|51|62|64|56|24|67|68|55|68|25|23|22|8|16|15|15|11|Flair,Technical Dribbler (AI)
243616|47|69|70|45|60|65|55|38|36|63|70|68|61|65|71|67|79|68|81|61|58|29|66|53|69|66|21|19|18|12|11|8|9|8|Power Header
247968|44|26|49|60|15|53|45|42|38|54|81|84|77|63|77|50|62|84|70|20|85|62|57|50|37|54|63|66|65|13|13|15|7|10|Long Throw-in,Dives Into Tackles (AI)
235425|47|46|61|67|38|61|42|56|62|61|70|70|56|64|57|69|79|78|87|52|72|64|58|60|66|60|63|59|57|7|5|15|8|14|
245153|30|19|59|58|23|42|35|22|38|50|69|84|46|59|61|36|70|53|76|20|65|63|22|34|34|67|68|68|66|14|8|15|13|11|
258465|65|51|41|62|36|66|54|51|57|66|77|75|77|63|84|54|75|82|55|49|69|60|62|61|48|63|56|62|65|11|9|6|15|12|Solid Player
266658|23|27|72|39|32|21|29|30|22|42|34|64|32|52|48|30|73|54|85|27|62|57|29|26|36|48|72|70|65|11|10|6|11|14|
273826|37|38|68|54|29|32|36|35|47|57|60|65|43|67|57|33|73|63|75|33|63|68|26|33|38|50|64|63|65|6|11|6|9|13|
233378|67|63|50|68|66|66|67|65|64|67|64|66|64|63|69|70|57|64|65|68|61|61|67|67|62|65|60|63|59|15|10|14|5|8|Long Shot Taker (AI)
236194|56|68|57|69|71|64|73|70|68|72|44|55|53|68|59|62|58|54|59|72|38|47|75|73|72|74|16|37|41|14|14|12|11|16|
252066|58|62|52|66|57|67|67|55|63|66|67|74|74|62|80|68|51|75|69|65|56|59|64|65|56|68|56|59|51|11|15|9|6|12|Long Shot Taker (AI),Playmaker (AI),Technical Dribbler (AI)
135587|16|12|12|31|12|17|12|13|20|16|33|40|55|66|30|46|50|38|62|14|32|16|15|33|14|39|15|9|12|66|67|61|64|64|Comes For Crosses
215459|46|66|64|63|61|64|61|58|58|64|66|70|65|64|62|65|73|68|76|64|64|45|69|66|63|65|38|36|30|15|13|15|13|13|
246179|61|53|48|69|57|66|62|55|67|67|63|64|70|66|68|64|52|72|56|55|66|67|58|66|60|64|66|56|53|6|14|12|7|14|Long Shot Taker (AI)
251555|64|47|54|70|46|63|56|45|66|64|73|70|75|60|72|56|58|71|64|48|67|63|56|60|51|61|60|66|62|9|9|7|6|11|Injury Prone
263076|50|39|42|71|39|65|51|35|66|69|69|67|68|64|63|52|54|69|68|49|56|64|58|68|40|52|59|63|58|11|14|9|12|11|
243876|58|56|50|67|47|69|60|56|62|71|71|69|67|66|65|65|53|77|66|51|64|45|65|66|38|65|49|54|49|13|14|9|9|11|Flair,Technical Dribbler (AI)
253348|61|38|63|61|32|43|44|38|49|58|76|78|66|63|59|50|77|70|80|51|65|64|40|39|41|50|66|64|63|6|8|10|12|12|
188836|11|15|28|53|12|12|19|15|45|36|41|36|36|58|44|52|56|29|55|12|39|11|8|40|24|55|10|18|14|64|65|69|67|65|Team Player
255140|53|70|61|67|53|70|63|61|66|71|61|55|66|55|79|65|61|49|46|65|54|52|64|68|55|52|50|43|44|11|10|12|10|5|Technical Dribbler (AI)
255908|20|20|67|58|28|52|29|28|51|53|63|64|50|61|55|38|74|66|69|22|69|69|26|32|36|58|66|66|64|10|8|13|12|7|
229285|55|47|51|64|48|66|50|48|63|67|77|73|75|62|82|64|74|82|71|57|65|63|53|64|45|61|62|63|65|8|5|8|11|9|
239269|64|22|53|64|29|66|40|34|64|63|82|74|78|60|81|42|78|74|64|25|70|59|54|49|38|60|62|61|61|12|10|14|15|5|
240805|68|66|48|67|57|78|46|70|63|73|75|78|89|64|76|68|62|75|60|71|46|49|50|70|46|51|43|48|42|7|7|7|5|6|
260517|11|9|11|24|7|13|11|12|23|18|20|31|29|63|47|50|50|20|52|8|18|15|9|35|20|36|9|13|12|64|66|66|67|63|Leadership,Saves with Feet
262310|32|48|47|71|39|64|39|50|60|66|71|74|60|65|72|63|61|71|61|68|60|68|64|72|38|51|59|62|59|8|13|6|14|10|
219558|59|61|49|60|48|66|59|63|58|65|84|86|80|60|69|63|72|68|61|57|56|31|65|60|65|69|39|38|30|12|6|15|12|13|Speed Dribbler (AI)
243622|55|32|65|59|23|55|41|23|51|55|52|62|44|62|33|51|66|65|81|25|68|67|46|43|32|60|66|66|64|10|7|11|12|12|Long Throw-in
259750|36|70|66|66|47|65|43|39|48|70|68|70|50|54|47|66|60|60|79|52|62|32|67|50|58|58|34|24|27|13|8|8|10|14|
225959|62|65|48|66|47|66|60|63|62|67|69|74|70|59|68|65|50|51|53|63|46|38|64|66|50|59|32|31|30|7|12|10|15|7|Technical Dribbler (AI)
231335|65|45|63|60|30|55|52|32|52|63|68|72|71|63|77|32|74|69|58|30|47|65|56|49|34|57|65|64|60|14|6|12|13|10|
238503|11|9|10|23|10|11|10|10|16|11|36|34|24|52|30|40|49|26|59|6|22|14|6|24|18|37|15|10|9|65|67|53|69|71|Rushes Out Of Goal,Comes For Crosses
245159|42|25|66|61|37|39|36|36|49|61|54|58|46|66|60|50|70|55|67|32|66|68|34|36|46|57|66|68|67|10|9|5|11|13|
189607|47|68|74|56|62|58|47|44|39|61|34|54|53|64|53|74|75|54|90|63|69|41|69|49|65|70|25|23|17|12|8|9|8|12|
159912|67|44|57|63|48|45|68|55|56|60|68|74|64|68|57|44|44|67|63|55|67|63|49|47|40|64|61|56|65|7|13|9|8|9|Dives Into Tackles (AI),Long Passer (AI)
238504|61|55|59|69|57|67|68|68|60|66|72|67|76|64|83|64|57|64|56|64|59|51|62|72|64|62|41|53|51|7|13|5|9|14|Long Shot Taker (AI),Outside Foot Shot,Technical Dribbler (AI)
254120|66|61|50|71|45|64|67|65|68|66|66|64|70|63|81|67|55|67|64|64|66|56|59|66|56|69|59|63|57|11|10|10|9|14|Early Crosser,Finesse Shot,Long Passer (AI),Long Shot Taker (AI),Playmaker (AI)
259752|29|68|68|57|62|63|48|38|34|63|84|86|54|60|52|67|69|60|75|61|55|31|59|51|57|58|23|33|30|7|10|15|10|13|Chip Shot (AI)
271017|60|33|46|55|42|69|52|53|47|65|75|76|61|59|80|39|62|74|65|36|62|58|50|39|50|48|55|67|68|6|13|5|11|14|
222889|31|40|70|51|31|25|36|31|35|49|36|46|36|62|30|46|56|67|90|27|80|65|32|37|39|55|64|65|60|15|13|7|16|7|
228009|47|36|42|67|39|62|47|39|60|65|69|73|61|56|83|56|56|84|68|49|62|66|51|63|50|65|66|67|59|16|15|14|8|8|
253353|35|27|64|63|15|37|32|22|45|65|54|55|71|64|66|25|70|65|82|20|63|63|42|53|33|47|65|66|61|13|10|19|14|17|
204458|48|36|60|58|24|56|26|23|56|60|79|80|72|60|64|44|88|62|82|32|68|62|52|54|33|54|64|64|63|12|13|14|13|14|Leadership
223402|64|57|51|63|60|70|71|65|62|66|79|74|74|63|73|68|73|61|47|55|67|62|64|59|50|62|60|61|64|7|10|8|7|11|Injury Prone
241578|32|22|67|57|29|43|29|28|50|58|44|51|39|58|33|44|71|60|83|28|66|59|26|44|36|53|64|69|66|6|12|9|6|9|Power Header
269739|63|43|49|71|39|65|45|38|64|64|79|69|73|63|75|58|60|73|58|50|57|52|49|47|43|48|57|59|66|9|15|8|13|7|Long Throw-in
223147|48|68|50|65|66|68|72|66|57|68|59|55|68|68|73|78|54|66|70|77|50|36|68|65|60|62|31|34|35|7|15|12|9|9|Long Throw-in,Injury Prone,Long Shot Taker (AI)
159915|13|10|14|34|12|17|14|14|37|38|40|30|35|63|27|50|40|36|66|9|24|11|10|68|17|20|13|7|10|65|63|67|69|62|Long Throw-in,Early Crosser
234667|61|30|52|66|39|71|54|32|57|70|71|75|67|64|61|67|82|51|70|43|70|65|55|44|31|67|52|67|66|10|9|11|9|12|Injury Prone,Speed Dribbler (AI)
184747|43|70|72|65|70|60|67|61|42|69|33|35|47|66|52|75|70|50|83|64|69|47|69|69|72|67|35|40|34|6|7|11|11|9|Power Header
254123|67|36|59|66|33|65|57|32|59|67|68|60|67|59|73|58|60|64|59|52|70|58|63|53|39|55|61|67|66|10|12|9|12|9|
260523|55|55|48|68|42|67|54|44|62|68|79|75|80|56|77|56|56|61|47|58|49|28|62|68|49|59|32|41|48|8|9|9|13|12|
207788|40|38|66|58|30|50|34|36|53|53|36|53|28|55|32|60|77|37|77|40|71|65|42|53|36|64|70|65|65|12|15|8|15|10|Power Header
226220|71|60|53|67|45|70|68|62|62|69|64|60|78|62|82|73|62|72|56|71|51|56|64|66|38|66|66|43|46|13|13|9|10|8|Long Shot Taker (AI)
240812|55|60|59|66|38|63|58|55|65|64|70|70|74|67|77|70|76|82|72|63|76|64|61|66|58|61|63|65|62|6|15|13|11|13|
248492|34|22|67|63|29|43|32|26|57|60|64|67|51|63|65|34|82|57|73|20|64|65|35|39|30|56|62|67|64|7|15|5|8|12|Giant Throw-in
266157|53|44|49|68|46|63|59|38|64|69|58|52|66|68|79|58|48|50|48|45|64|67|48|69|39|68|66|66|62|9|6|5|12|10|
202925|38|68|61|58|60|61|45|42|50|65|78|79|75|59|76|65|80|65|71|62|48|22|67|55|61|61|20|25|20|15|16|14|9|16|
231597|65|46|48|69|48|65|70|60|66|63|73|69|72|58|85|55|61|61|71|50|67|62|53|63|45|58|67|64|63|6|11|12|12|5|
234925|66|44|65|70|42|64|66|34|69|66|66|54|69|65|54|55|73|54|68|39|62|66|52|66|42|66|66|67|66|8|13|13|6|9|Injury Prone
238509|46|66|60|62|61|67|58|40|45|66|84|84|83|58|71|66|70|64|63|63|49|30|66|59|58|58|28|25|29|15|10|14|14|6|Speed Dribbler (AI)
240045|57|64|63|67|58|68|57|47|65|69|61|58|64|70|65|66|62|76|78|64|63|65|65|64|60|65|65|65|63|13|10|8|14|14|
223150|17|19|21|39|12|26|25|21|37|29|45|46|35|66|58|47|60|21|68|18|21|18|19|35|32|40|15|12|12|68|62|62|63|67|Team Player,Comes For Crosses
159918|70|51|61|65|48|45|48|62|62|73|64|66|52|60|71|61|64|63|58|60|79|53|52|47|65|59|62|60|72|16|11|11|17|13|
229038|65|41|58|64|47|64|58|42|59|67|48|51|63|64|57|59|73|73|80|51|61|68|58|66|44|66|68|60|59|15|12|6|10|9|
263343|50|58|44|71|46|72|60|52|68|71|61|69|66|57|80|56|50|58|46|38|40|26|64|68|55|60|45|47|58|7|14|6|14|9|Flair,Technical Dribbler (AI)
266159|44|34|66|64|31|46|48|26|60|62|74|78|66|67|56|44|70|66|68|29|59|66|29|49|42|65|67|67|66|11|10|9|7|8|
269487|27|30|54|46|28|26|27|32|48|50|54|53|40|63|41|42|75|55|92|25|64|64|24|29|48|48|66|71|69|14|9|7|9|9|
210607|61|58|43|68|56|69|63|66|62|72|73|66|75|59|76|68|52|55|53|61|32|29|65|64|63|65|32|36|22|13|11|17|14|16|
160175|66|46|38|68|61|73|70|72|58|61|78|75|87|64|89|67|70|69|31|62|51|69|57|65|55|73|66|58|55|8|11|9|7|9|
242863|46|55|54|71|39|62|50|37|65|65|66|66|63|62|65|51|69|75|67|47|74|66|60|60|42|60|58|61|63|14|12|11|9|11|
247215|62|61|59|68|49|66|65|58|64|68|67|66|64|67|80|66|63|80|63|68|75|62|62|67|59|66|61|62|53|9|13|6|13|6|
266160|52|34|65|69|33|62|48|31|59|66|75|73|64|66|67|44|71|54|67|37|67|65|48|58|39|68|63|68|66|9|14|9|13|6|
159920|65|48|65|65|55|63|61|43|61|63|68|69|65|63|76|68|63|65|63|56|67|65|60|63|72|68|63|62|61|15|14|15|9|11|
246192|63|53|68|68|47|67|72|64|68|70|59|65|55|66|52|66|54|68|74|60|70|61|63|61|66|66|64|65|64|13|5|7|14|8|
246704|14|9|32|36|7|15|13|10|34|18|33|33|39|55|32|43|49|44|75|5|43|15|14|48|17|45|16|14|13|68|66|57|67|66|Comes For Crosses
209073|63|37|70|64|25|46|51|32|52|62|66|63|33|64|41|29|67|78|59|26|68|65|40|40|40|50|70|70|65|6|8|6|15|16|
219569|46|68|62|57|56|67|47|43|34|58|87|86|80|63|67|71|83|70|72|56|48|15|63|54|69|62|21|24|15|13|15|14|8|11|Speed Dribbler (AI)
179633|62|71|56|64|74|66|73|63|62|69|65|62|77|64|63|68|47|66|69|70|71|64|63|66|62|70|63|62|61|14|13|12|15|13|Finesse Shot,Long Shot Taker (AI)
254129|58|38|58|66|32|58|51|52|66|63|61|67|40|63|56|49|64|74|77|43|67|67|51|50|63|64|66|66|64|6|13|14|6|10|
257969|60|26|49|64|30|65|38|40|61|68|77|78|69|61|50|63|51|70|40|44|55|55|67|51|39|60|64|66|61|14|7|8|14|9|Speed Dribbler (AI),Technical Dribbler (AI)
259249|57|61|37|70|61|69|64|54|66|66|80|78|82|60|76|64|52|67|55|62|61|40|60|62|45|60|50|51|40|14|5|11|9|11|Flair,Long Shot Taker (AI),Playmaker (AI),Outside Foot Shot,Technical Dribbler (AI)
260273|68|70|65|61|55|71|55|48|50|65|81|76|70|55|70|65|70|70|68|55|33|50|62|50|65|49|35|40|50|9|7|5|15|7|
271538|65|66|57|67|62|70|64|65|60|67|82|77|74|58|75|72|77|61|67|65|57|23|62|58|61|64|21|28|23|14|15|6|7|11|Speed Dribbler (AI)
225202|59|50|62|65|50|60|64|41|64|61|66|68|63|64|67|71|65|74|75|58|64|65|60|59|45|58|60|65|63|14|15|14|7|9|
159922|62|41|62|65|47|52|54|54|53|62|66|61|47|58|53|71|61|74|81|56|76|66|48|52|62|61|52|71|63|11|8|19|9|17|Long Throw-in
235442|20|24|74|35|20|30|25|29|54|58|73|70|48|50|64|32|70|71|71|18|62|65|27|38|37|49|66|73|68|9|15|14|9|15|
191154|60|63|54|64|58|69|69|61|56|69|72|66|80|62|82|64|67|64|56|64|51|27|64|63|64|65|32|29|25|6|14|6|12|16|Flair,Playmaker (AI),Technical Dribbler (AI)
241075|54|65|56|59|56|67|54|54|46|66|90|85|90|58|87|61|83|72|49|57|49|25|62|61|58|60|29|31|26|10|10|7|11|12|Long Throw-in,Injury Prone,Speed Dribbler (AI)
254131|58|58|48|73|46|68|53|45|61|71|70|70|66|54|73|69|55|67|43|53|54|47|66|68|54|64|59|62|56|6|13|10|11|7|
189619|57|53|60|67|43|66|60|53|66|68|64|66|69|67|75|55|58|76|69|54|70|67|55|65|55|71|66|68|63|6|10|11|7|11|Injury Prone
263604|69|72|52|64|51|74|72|74|54|65|70|63|64|72|76|73|51|37|31|59|27|28|64|48|66|47|22|29|30|6|6|13|5|11|Flair,Technical Dribbler (AI)
208564|63|52|47|63|57|66|64|59|58|65|76|73|73|62|73|66|70|74|60|57|65|63|61|56|51|61|62|63|62|13|16|7|15|13|Speed Dribbler (AI)
228788|58|55|60|68|58|66|58|55|64|67|80|80|73|66|71|69|71|69|64|58|70|69|67|64|56|54|59|65|62|14|9|7|13|10|
241076|7|5|12|26|9|13|8|11|21|19|36|38|30|56|33|46|49|20|53|12|19|13|4|26|12|20|6|9|11|67|65|61|64|68|Rushes Out Of Goal,Comes For Crosses
247476|55|59|52|67|36|65|30|38|64|64|65|65|62|65|62|69|73|75|66|70|59|65|58|52|36|61|66|68|64|14|6|7|9|7|Dives Into Tackles (AI)
258484|60|42|53|62|51|69|48|47|51|68|69|61|65|63|72|45|56|67|51|36|63|60|60|55|46|67|62|70|68|7|15|6|8|13|
271285|59|61|62|57|61|65|65|52|53|66|82|80|70|60|67|62|49|55|64|64|42|21|70|64|60|59|26|38|31|13|6|11|14|9|
229045|58|69|57|60|63|63|45|54|53|64|90|91|73|58|68|65|75|73|81|62|52|15|62|57|63|63|23|17|19|12|13|13|8|10|Finesse Shot
251829|46|29|64|65|32|52|31|34|63|62|69|68|65|57|59|47|73|53|71|28|58|65|34|47|42|60|65|68|71|12|13|12|6|13|
206262|14|16|12|24|14|20|20|13|22|18|40|41|30|56|31|47|52|26|65|13|21|23|18|21|26|28|21|17|14|65|64|63|69|68|
227766|28|23|64|52|28|32|34|37|44|44|53|54|49|55|36|51|60|77|81|36|71|72|24|39|32|50|61|70|68|11|6|15|12|12|
245174|49|68|63|58|65|64|62|44|36|64|82|77|75|65|65|70|67|65|61|63|55|14|64|53|62|59|16|12|14|15|7|11|6|12|
253366|64|43|45|56|42|70|53|33|47|62|82|81|80|60|80|55|62|84|70|47|54|61|52|46|44|57|59|58|63|15|16|14|16|6|Outside Foot Shot
258230|63|47|52|65|48|69|58|45|52|65|76|78|68|60|64|61|68|75|74|52|65|58|58|60|58|64|59|62|59|6|13|8|13|6|
215735|53|64|53|66|55|70|65|70|64|72|82|88|92|65|91|66|49|43|45|62|44|30|67|60|70|68|38|31|29|13|15|12|9|15|Flair,Speed Dribbler (AI)
244919|25|19|69|64|23|24|24|21|45|66|50|57|34|60|65|39|80|50|68|20|60|66|28|33|34|49|64|68|67|7|13|15|10|7|
257719|49|68|60|64|67|75|64|50|52|68|80|75|61|62|63|66|56|57|57|67|39|23|54|65|71|54|25|17|26|14|11|9|15|11|Speed Dribbler (AI)
269752|14|7|11|25|5|11|12|14|24|19|31|25|34|60|35|45|51|26|67|5|18|6|5|31|18|30|5|12|12|65|64|60|67|67|
227512|61|21|70|69|33|48|55|35|72|51|32|34|34|60|39|56|80|54|78|42|70|56|31|29|42|60|68|69|65|10|13|10|13|12|Long Passer (AI)
233656|64|33|54|59|33|67|51|25|58|64|72|74|69|60|66|47|67|62|65|41|55|63|66|46|48|55|65|64|64|15|7|13|11|10|
239800|64|39|46|64|33|62|47|38|51|61|77|72|84|62|82|45|67|62|58|34|55|64|53|53|42|50|64|63|62|15|10|12|9|12|Injury Prone
252088|52|52|68|67|48|63|54|56|63|64|52|58|61|64|49|56|67|65|81|49|75|63|55|61|56|57|62|66|63|10|11|8|10|8|
188856|65|40|39|62|41|60|63|56|60|62|76|75|81|58|84|53|74|78|44|46|63|62|56|60|45|62|64|65|61|12|15|16|12|11|Injury Prone
206521|46|70|72|55|59|56|53|43|45|66|59|63|59|57|35|69|63|66|85|56|66|32|70|53|57|64|12|24|22|7|12|15|6|9|Power Header
207546|54|57|49|59|47|68|41|60|58|67|91|81|84|59|91|58|91|74|66|55|32|53|72|66|60|66|20|49|41|12|8|16|13|10|Leadership,Speed Dribbler (AI)
243642|58|63|38|72|58|66|53|45|66|69|80|88|75|62|59|67|34|70|61|63|51|59|57|64|52|60|48|67|67|12|12|12|13|6|Injury Prone,Speed Dribbler (AI)
252858|58|48|48|66|48|67|58|46|62|65|76|78|82|60|86|58|73|78|57|55|67|61|64|62|49|62|56|59|58|9|7|14|9|6|Technical Dribbler (AI)
201403|59|68|63|61|67|66|63|54|60|66|71|70|70|64|67|67|71|70|73|67|59|33|65|60|67|59|45|39|25|7|16|7|9|14|Flair,Long Shot Taker (AI)
238011|67|61|52|61|28|71|65|57|58|70|81|81|80|64|83|64|69|70|33|50|58|45|63|64|45|63|30|57|55|8|6|5|12|13|Flair,Playmaker (AI)
243387|16|7|23|19|5|9|14|10|13|16|20|31|22|55|27|47|50|25|72|11|20|18|3|50|18|38|10|12|8|68|65|63|65|66|
179899|67|51|37|66|57|64|66|67|65|65|60|55|68|63|81|66|75|70|60|66|62|68|57|67|71|69|68|62|62|11|6|7|12|13|
245691|61|61|45|60|59|71|63|67|52|67|76|81|80|57|80|69|61|66|47|67|68|29|59|58|49|51|27|57|54|13|10|7|9|10|Long Passer (AI),Speed Dribbler (AI)
257723|18|36|68|59|35|29|19|18|52|41|76|69|66|70|58|43|77|71|72|22|65|65|41|45|19|53|67|65|65|8|13|14|11|13|Dives Into Tackles (AI)
202428|62|66|65|62|71|65|67|62|59|65|75|75|74|61|73|73|81|58|73|64|58|36|59|38|69|59|18|20|18|12|8|15|16|12|
219836|15|13|20|22|19|16|20|15|20|14|44|43|51|64|28|46|59|38|68|17|20|19|18|32|25|47|12|14|13|65|64|61|64|67|
224956|68|58|40|67|59|69|72|67|66|67|75|68|76|65|82|63|46|65|53|62|58|48|60|66|61|71|32|54|51|15|9|7|13|9|Flair,Playmaker (AI),Technical Dribbler (AI)
201149|25|24|70|59|26|40|28|31|55|47|37|35|31|65|41|59|60|49|80|25|71|67|27|44|41|63|68|66|63|16|15|11|7|15|Injury Prone
206269|65|39|55|65|37|64|65|57|64|65|68|68|71|62|68|65|77|68|68|56|67|64|63|64|49|64|65|64|63|11|8|11|15|12|
163261|68|47|65|66|43|63|64|33|62|66|50|38|53|70|59|71|73|55|72|56|79|66|58|59|56|68|68|67|69|11|8|9|9|8|Dives Into Tackles (AI)
234173|54|55|62|69|35|62|47|48|66|66|49|58|56|55|61|60|65|74|80|60|79|61|43|57|52|54|59|67|60|14|8|9|13|8|
248765|58|60|39|54|51|74|50|35|39|67|94|93|87|60|80|52|49|69|52|44|50|19|58|49|40|62|26|31|27|5|14|14|15|6|Flair,Speed Dribbler (AI)
251581|45|43|39|72|38|60|44|42|68|70|63|58|71|70|64|53|60|83|66|58|59|55|58|63|39|71|62|57|53|13|7|8|14|6|Long Passer (AI)
253629|16|14|15|21|13|13|14|14|20|19|41|38|39|60|47|45|59|30|59|13|23|13|11|35|18|47|14|15|14|66|69|60|64|65|
266430|58|63|35|60|42|69|48|36|58|66|81|80|76|56|70|66|47|71|67|61|34|20|63|60|45|50|16|36|24|6|12|6|11|9|Technical Dribbler (AI)
210366|15|17|15|26|15|14|17|13|32|20|38|39|47|64|40|48|65|40|68|11|27|17|5|27|14|37|16|12|16|68|58|64|63|70|Team Player,Cautious With Crosses
254142|65|56|59|65|53|61|65|64|64|65|60|61|66|62|74|67|65|83|74|61|73|62|66|64|48|65|63|62|61|8|10|5|8|6|
216255|67|57|40|68|55|68|81|71|58|68|83|69|80|59|77|66|69|67|64|60|41|27|59|65|64|59|30|25|26|13|11|15|7|10|Playmaker (AI),Technical Dribbler (AI)
221631|56|57|54|68|54|67|63|66|67|69|54|55|63|61|50|65|67|72|74|58|55|63|66|67|46|61|57|59|50|6|7|9|10|11|Playmaker (AI)
223679|47|27|58|64|38|39|31|38|56|66|61|62|60|62|65|46|77|80|76|30|70|66|29|39|48|59|64|66|64|8|9|10|8|9|
225983|19|14|29|32|20|24|20|22|41|22|48|45|33|52|55|49|64|31|70|20|22|23|15|46|22|39|27|15|23|66|65|65|63|72|Injury Prone,Comes For Crosses
242623|32|21|61|64|25|45|52|57|60|54|59|65|50|65|58|39|84|59|76|36|59|66|36|44|41|62|66|66|64|12|13|13|15|13|Long Passer (AI)
179903|66|59|60|70|60|65|69|67|63|67|67|64|80|61|69|65|71|84|74|66|66|66|67|63|71|65|73|63|49|7|6|10|11|16|Finesse Shot
257471|63|31|45|62|29|61|57|36|55|67|71|77|66|60|81|42|75|76|50|31|56|61|61|54|40|59|65|65|60|13|10|11|7|7|
257727|66|33|38|66|40|49|42|44|64|57|74|75|75|67|65|52|56|76|73|65|57|60|52|55|23|53|58|67|63|10|10|13|13|12|Long Throw-in,Long Shot Taker (AI)
270528|32|28|63|61|29|46|35|28|50|62|52|54|55|62|52|37|75|64|74|20|60|65|25|34|35|55|65|69|66|5|6|8|13|11|
206272|13|15|15|34|18|16|15|21|27|14|52|49|43|65|47|48|62|32|73|20|32|18|19|67|17|48|20|20|21|67|65|64|65|65|Cautious With Crosses,Saves with Feet
231872|54|35|59|68|29|58|31|30|63|59|55|59|58|66|59|44|79|72|88|30|61|62|50|45|41|64|62|65|62|12|10|6|7|15|
244672|62|52|49|74|52|67|57|50|68|72|69|74|64|67|62|62|54|68|60|43|61|61|63|58|53|62|55|55|53|8|13|7|6|9|
248000|14|6|10|25|5|11|12|14|22|13|41|30|33|57|38|46|45|26|32|7|40|6|7|46|17|32|5|11|11|68|67|61|64|68|Rushes Out Of Goal,Cautious With Crosses
263617|64|66|40|69|52|63|54|49|68|73|67|59|74|63|74|72|54|56|45|69|58|65|60|67|47|71|68|64|60|15|8|13|9|8|Long Passer (AI),Playmaker (AI),Outside Foot Shot
271041|56|44|52|67|51|69|43|42|63|67|79|80|80|63|71|63|59|71|68|52|72|61|61|63|40|65|62|64|60|5|14|11|9|10|Solid Player
271297|54|43|57|68|40|59|47|45|67|64|59|55|53|63|52|62|45|55|72|45|63|65|60|62|58|64|64|64|64|6|13|15|11|10|
160193|55|67|54|70|66|68|65|62|51|63|65|65|67|70|75|70|58|66|58|72|52|33|71|58|68|59|32|41|38|8|8|9|8|13|
239553|58|61|57|68|42|67|64|60|66|67|75|68|66|65|65|63|63|74|66|55|63|56|62|67|52|69|59|62|58|9|7|8|11|8|Technical Dribbler (AI)
242369|63|57|47|70|45|65|64|66|64|69|74|64|79|65|80|65|52|66|44|53|59|59|65|67|62|68|57|59|56|7|13|8|10|10|Flair,Playmaker (AI)
243393|57|61|42|66|56|68|55|52|64|66|72|74|74|61|68|65|53|73|67|63|56|50|63|66|64|68|53|54|49|13|10|13|9|12|Flair,Long Shot Taker (AI),Technical Dribbler (AI)
206018|58|67|65|58|59|65|59|39|56|67|88|86|87|61|72|64|88|62|66|59|54|23|64|60|67|67|43|27|20|13|15|11|12|15|Injury Prone,Team Player
211394|72|56|51|71|37|66|59|40|69|70|59|51|49|63|48|65|56|59|64|49|70|65|69|67|46|70|68|62|59|7|7|13|6|9|Injury Prone,Early Crosser
224450|41|32|73|66|32|42|35|38|63|44|70|75|65|62|70|55|70|70|64|32|61|65|43|42|38|61|64|71|67|15|8|10|15|14|Leadership
224962|63|61|42|63|65|65|69|59|61|65|83|78|87|58|93|66|67|65|50|64|36|24|63|64|56|57|29|22|24|7|13|10|7|12|Injury Prone,Flair,Technical Dribbler (AI)
232130|42|69|59|67|49|67|36|40|46|68|70|75|72|68|69|60|61|70|64|64|43|26|68|43|71|49|18|29|16|15|7|6|8|9|
239042|57|55|41|70|38|65|63|55|68|70|64|62|66|62|69|62|65|74|62|60|60|60|60|68|60|66|56|60|57|13|10|13|14|12|Playmaker (AI)
